,Date,Total Rainfall (mm),Mean Humidity (%),Station
21190,2023-01-04,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21191,2023-01-05,0.0,81,"LGBI Airport, Guwahati - PCBA_3409390"
21192,2023-01-06,0.0,78,"LGBI Airport, Guwahati - PCBA_3409390"
21193,2023-01-07,0.0,80,"LGBI Airport, Guwahati - PCBA_3409390"
21194,2023-01-08,0.0,84,"LGBI Airport, Guwahati - PCBA_3409390"
21195,2023-01-09,0.0,81,"LGBI Airport, Guwahati - PCBA_3409390"
21196,2023-01-10,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21197,2023-01-11,0.0,76,"LGBI Airport, Guwahati - PCBA_3409390"
21198,2023-01-12,0.1,78,"LGBI Airport, Guwahati - PCBA_3409390"
21199,2023-01-13,0.0,74,"LGBI Airport, Guwahati - PCBA_3409390"
21200,2023-01-14,0.2,74,"LGBI Airport, Guwahati - PCBA_3409390"
21201,2023-01-15,0.3,78,"LGBI Airport, Guwahati - PCBA_3409390"
21202,2023-01-16,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21203,2023-01-17,0.0,72,"LGBI Airport, Guwahati - PCBA_3409390"
21204,2023-01-18,0.0,69,"LGBI Airport, Guwahati - PCBA_3409390"
21205,2023-01-19,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21206,2023-01-20,0.0,70,"LGBI Airport, Guwahati - PCBA_3409390"
21207,2023-01-21,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21208,2023-01-22,0.0,68,"LGBI Airport, Guwahati - PCBA_3409390"
21209,2023-01-23,0.0,66,"LGBI Airport, Guwahati - PCBA_3409390"
21210,2023-01-24,0.0,65,"LGBI Airport, Guwahati - PCBA_3409390"
21211,2023-01-25,0.0,70,"LGBI Airport, Guwahati - PCBA_3409390"
21212,2023-01-26,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21213,2023-01-27,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21214,2023-01-28,0.0,74,"LGBI Airport, Guwahati - PCBA_3409390"
21215,2023-01-29,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21216,2023-01-30,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21217,2023-01-31,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21218,2023-02-01,0.4,73,"LGBI Airport, Guwahati - PCBA_3409390"
21219,2023-02-02,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21220,2023-02-03,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21221,2023-02-04,0.0,76,"LGBI Airport, Guwahati - PCBA_3409390"
21222,2023-02-05,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21223,2023-02-06,0.5,72,"LGBI Airport, Guwahati - PCBA_3409390"
21224,2023-02-07,0.0,66,"LGBI Airport, Guwahati - PCBA_3409390"
21225,2023-02-08,0.7,78,"LGBI Airport, Guwahati - PCBA_3409390"
21226,2023-02-09,0.2,77,"LGBI Airport, Guwahati - PCBA_3409390"
21227,2023-02-10,0.3,77,"LGBI Airport, Guwahati - PCBA_3409390"
21228,2023-02-11,0.5,79,"LGBI Airport, Guwahati - PCBA_3409390"
21229,2023-02-12,1.6,79,"LGBI Airport, Guwahati - PCBA_3409390"
21230,2023-02-13,0.0,55,"LGBI Airport, Guwahati - PCBA_3409390"
21231,2023-02-14,0.0,62,"LGBI Airport, Guwahati - PCBA_3409390"
21232,2023-02-15,0.0,66,"LGBI Airport, Guwahati - PCBA_3409390"
21233,2023-02-16,0.0,65,"LGBI Airport, Guwahati - PCBA_3409390"
21234,2023-02-17,0.0,64,"LGBI Airport, Guwahati - PCBA_3409390"
21235,2023-02-18,0.0,57,"LGBI Airport, Guwahati - PCBA_3409390"
21236,2023-02-19,0.0,60,"LGBI Airport, Guwahati - PCBA_3409390"
21237,2023-02-20,0.0,69,"LGBI Airport, Guwahati - PCBA_3409390"
21238,2023-02-21,11.6,82,"LGBI Airport, Guwahati - PCBA_3409390"
21239,2023-02-22,2.2,84,"LGBI Airport, Guwahati - PCBA_3409390"
21240,2023-02-23,0.1,80,"LGBI Airport, Guwahati - PCBA_3409390"
21241,2023-02-24,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21242,2023-02-25,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21243,2023-02-26,0.0,69,"LGBI Airport, Guwahati - PCBA_3409390"
21244,2023-02-27,0.0,65,"LGBI Airport, Guwahati - PCBA_3409390"
21245,2023-02-28,0.0,64,"LGBI Airport, Guwahati - PCBA_3409390"
21246,2023-03-01,0.0,67,"LGBI Airport, Guwahati - PCBA_3409390"
21247,2023-03-02,0.0,69,"LGBI Airport, Guwahati - PCBA_3409390"
21248,2023-03-03,0.6,71,"LGBI Airport, Guwahati - PCBA_3409390"
21249,2023-03-04,0.0,65,"LGBI Airport, Guwahati - PCBA_3409390"
21250,2023-03-05,0.0,65,"LGBI Airport, Guwahati - PCBA_3409390"
21251,2023-03-06,1.4,71,"LGBI Airport, Guwahati - PCBA_3409390"
21252,2023-03-07,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21253,2023-03-08,0.0,62,"LGBI Airport, Guwahati - PCBA_3409390"
21254,2023-03-09,0.0,52,"LGBI Airport, Guwahati - PCBA_3409390"
21255,2023-03-10,0.0,54,"LGBI Airport, Guwahati - PCBA_3409390"
21256,2023-03-11,0.0,53,"LGBI Airport, Guwahati - PCBA_3409390"
21257,2023-03-12,0.0,55,"LGBI Airport, Guwahati - PCBA_3409390"
21258,2023-03-13,0.0,53,"LGBI Airport, Guwahati - PCBA_3409390"
21259,2023-03-14,0.0,52,"LGBI Airport, Guwahati - PCBA_3409390"
21260,2023-03-15,15.8,79,"LGBI Airport, Guwahati - PCBA_3409390"
21261,2023-03-16,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21262,2023-03-17,0.0,74,"LGBI Airport, Guwahati - PCBA_3409390"
21263,2023-03-18,10.4,83,"LGBI Airport, Guwahati - PCBA_3409390"
21264,2023-03-19,3.6,91,"LGBI Airport, Guwahati - PCBA_3409390"
21265,2023-03-20,16.2,86,"LGBI Airport, Guwahati - PCBA_3409390"
21266,2023-03-21,17.7,89,"LGBI Airport, Guwahati - PCBA_3409390"
21267,2023-03-22,2.8,86,"LGBI Airport, Guwahati - PCBA_3409390"
21268,2023-03-23,1.3,83,"LGBI Airport, Guwahati - PCBA_3409390"
21269,2023-03-24,0.0,85,"LGBI Airport, Guwahati - PCBA_3409390"
21270,2023-03-25,0.3,82,"LGBI Airport, Guwahati - PCBA_3409390"
21271,2023-03-26,3.0,86,"LGBI Airport, Guwahati - PCBA_3409390"
21272,2023-03-27,0.0,81,"LGBI Airport, Guwahati - PCBA_3409390"
21273,2023-03-28,0.0,73,"LGBI Airport, Guwahati - PCBA_3409390"
21274,2023-03-29,0.2,77,"LGBI Airport, Guwahati - PCBA_3409390"
21275,2023-03-30,0.0,81,"LGBI Airport, Guwahati - PCBA_3409390"
21276,2023-03-31,5.8,80,"LGBI Airport, Guwahati - PCBA_3409390"
21277,2023-04-01,6.4,89,"LGBI Airport, Guwahati - PCBA_3409390"
21278,2023-04-02,4.7,84,"LGBI Airport, Guwahati - PCBA_3409390"
21279,2023-04-03,9.5,82,"LGBI Airport, Guwahati - PCBA_3409390"
21280,2023-04-04,1.5,81,"LGBI Airport, Guwahati - PCBA_3409390"
21281,2023-04-05,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21282,2023-04-06,1.4,81,"LGBI Airport, Guwahati - PCBA_3409390"
21283,2023-04-07,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21284,2023-04-08,0.0,68,"LGBI Airport, Guwahati - PCBA_3409390"
21285,2023-04-09,0.0,67,"LGBI Airport, Guwahati - PCBA_3409390"
21286,2023-04-10,0.0,52,"LGBI Airport, Guwahati - PCBA_3409390"
21287,2023-04-11,0.0,60,"LGBI Airport, Guwahati - PCBA_3409390"
21288,2023-04-12,0.0,56,"LGBI Airport, Guwahati - PCBA_3409390"
21289,2023-04-13,0.0,52,"LGBI Airport, Guwahati - PCBA_3409390"
21290,2023-04-14,0.0,54,"LGBI Airport, Guwahati - PCBA_3409390"
21291,2023-04-15,0.0,56,"LGBI Airport, Guwahati - PCBA_3409390"
21292,2023-04-16,0.0,60,"LGBI Airport, Guwahati - PCBA_3409390"
21293,2023-04-17,0.0,56,"LGBI Airport, Guwahati - PCBA_3409390"
21294,2023-04-18,0.0,66,"LGBI Airport, Guwahati - PCBA_3409390"
21295,2023-04-19,1.7,67,"LGBI Airport, Guwahati - PCBA_3409390"
21296,2023-04-20,3.5,74,"LGBI Airport, Guwahati - PCBA_3409390"
21297,2023-04-21,3.5,72,"LGBI Airport, Guwahati - PCBA_3409390"
21298,2023-04-22,1.6,73,"LGBI Airport, Guwahati - PCBA_3409390"
21299,2023-04-23,4.4,84,"LGBI Airport, Guwahati - PCBA_3409390"
21300,2023-04-24,0.1,72,"LGBI Airport, Guwahati - PCBA_3409390"
21301,2023-04-25,1.2,65,"LGBI Airport, Guwahati - PCBA_3409390"
21302,2023-04-26,5.0,63,"LGBI Airport, Guwahati - PCBA_3409390"
21303,2023-04-27,2.2,67,"LGBI Airport, Guwahati - PCBA_3409390"
21304,2023-04-28,3.7,71,"LGBI Airport, Guwahati - PCBA_3409390"
21305,2023-04-29,9.5,77,"LGBI Airport, Guwahati - PCBA_3409390"
21306,2023-04-30,9.6,76,"LGBI Airport, Guwahati - PCBA_3409390"
21307,2023-05-01,1.0,78,"LGBI Airport, Guwahati - PCBA_3409390"
21308,2023-05-02,3.3,75,"LGBI Airport, Guwahati - PCBA_3409390"
21309,2023-05-03,0.7,69,"LGBI Airport, Guwahati - PCBA_3409390"
21310,2023-05-04,29.7,84,"LGBI Airport, Guwahati - PCBA_3409390"
21311,2023-05-05,0.4,77,"LGBI Airport, Guwahati - PCBA_3409390"
21312,2023-05-06,1.0,67,"LGBI Airport, Guwahati - PCBA_3409390"
21313,2023-05-07,0.2,76,"LGBI Airport, Guwahati - PCBA_3409390"
21314,2023-05-08,0.2,73,"LGBI Airport, Guwahati - PCBA_3409390"
21315,2023-05-09,0.0,63,"LGBI Airport, Guwahati - PCBA_3409390"
21316,2023-05-10,0.0,61,"LGBI Airport, Guwahati - PCBA_3409390"
21317,2023-05-11,3.9,62,"LGBI Airport, Guwahati - PCBA_3409390"
21318,2023-05-12,0.0,64,"LGBI Airport, Guwahati - PCBA_3409390"
21319,2023-05-13,0.0,52,"LGBI Airport, Guwahati - PCBA_3409390"
21320,2023-05-14,0.0,53,"LGBI Airport, Guwahati - PCBA_3409390"
21321,2023-05-15,3.7,65,"LGBI Airport, Guwahati - PCBA_3409390"
21322,2023-05-16,7.8,77,"LGBI Airport, Guwahati - PCBA_3409390"
21323,2023-05-17,22.0,84,"LGBI Airport, Guwahati - PCBA_3409390"
21324,2023-05-18,19.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21325,2023-05-19,16.6,90,"LGBI Airport, Guwahati - PCBA_3409390"
21326,2023-05-20,16.8,88,"LGBI Airport, Guwahati - PCBA_3409390"
21327,2023-05-21,16.3,86,"LGBI Airport, Guwahati - PCBA_3409390"
21328,2023-05-22,4.2,85,"LGBI Airport, Guwahati - PCBA_3409390"
21329,2023-05-23,15.2,84,"LGBI Airport, Guwahati - PCBA_3409390"
21330,2023-05-24,25.9,88,"LGBI Airport, Guwahati - PCBA_3409390"
21331,2023-05-25,0.1,80,"LGBI Airport, Guwahati - PCBA_3409390"
21332,2023-05-26,20.2,85,"LGBI Airport, Guwahati - PCBA_3409390"
21333,2023-05-27,3.7,85,"LGBI Airport, Guwahati - PCBA_3409390"
21334,2023-05-28,1.3,83,"LGBI Airport, Guwahati - PCBA_3409390"
21335,2023-05-29,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21336,2023-05-30,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21337,2023-05-31,0.0,69,"LGBI Airport, Guwahati - PCBA_3409390"
21338,2023-06-01,1.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21339,2023-06-02,0.0,66,"LGBI Airport, Guwahati - PCBA_3409390"
21340,2023-06-03,0.2,73,"LGBI Airport, Guwahati - PCBA_3409390"
21341,2023-06-04,1.1,79,"LGBI Airport, Guwahati - PCBA_3409390"
21342,2023-06-05,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21343,2023-06-06,2.6,67,"LGBI Airport, Guwahati - PCBA_3409390"
21344,2023-06-07,18.0,73,"LGBI Airport, Guwahati - PCBA_3409390"
21345,2023-06-08,46.1,83,"LGBI Airport, Guwahati - PCBA_3409390"
21346,2023-06-09,60.1,89,"LGBI Airport, Guwahati - PCBA_3409390"
21347,2023-06-10,94.5,88,"LGBI Airport, Guwahati - PCBA_3409390"
21348,2023-06-11,61.9,90,"LGBI Airport, Guwahati - PCBA_3409390"
21349,2023-06-12,13.7,87,"LGBI Airport, Guwahati - PCBA_3409390"
21350,2023-06-13,7.6,89,"LGBI Airport, Guwahati - PCBA_3409390"
21351,2023-06-14,25.5,94,"LGBI Airport, Guwahati - PCBA_3409390"
21352,2023-06-15,13.0,88,"LGBI Airport, Guwahati - PCBA_3409390"
21353,2023-06-16,32.6,91,"LGBI Airport, Guwahati - PCBA_3409390"
21354,2023-06-17,95.7,91,"LGBI Airport, Guwahati - PCBA_3409390"
21355,2023-06-18,56.8,95,"LGBI Airport, Guwahati - PCBA_3409390"
21356,2023-06-19,68.6,95,"LGBI Airport, Guwahati - PCBA_3409390"
21357,2023-06-20,26.7,93,"LGBI Airport, Guwahati - PCBA_3409390"
21358,2023-06-21,8.8,92,"LGBI Airport, Guwahati - PCBA_3409390"
21359,2023-06-22,19.7,92,"LGBI Airport, Guwahati - PCBA_3409390"
21360,2023-06-23,12.5,87,"LGBI Airport, Guwahati - PCBA_3409390"
21361,2023-06-24,8.9,83,"LGBI Airport, Guwahati - PCBA_3409390"
21362,2023-06-25,20.2,83,"LGBI Airport, Guwahati - PCBA_3409390"
21363,2023-06-26,63.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21364,2023-06-27,41.0,90,"LGBI Airport, Guwahati - PCBA_3409390"
21365,2023-06-28,13.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21366,2023-06-29,14.4,90,"LGBI Airport, Guwahati - PCBA_3409390"
21367,2023-06-30,8.8,89,"LGBI Airport, Guwahati - PCBA_3409390"
21368,2023-07-01,18.1,91,"LGBI Airport, Guwahati - PCBA_3409390"
21369,2023-07-02,12.0,91,"LGBI Airport, Guwahati - PCBA_3409390"
21370,2023-07-03,15.2,94,"LGBI Airport, Guwahati - PCBA_3409390"
21371,2023-07-04,6.2,90,"LGBI Airport, Guwahati - PCBA_3409390"
21372,2023-07-05,35.9,86,"LGBI Airport, Guwahati - PCBA_3409390"
21373,2023-07-06,56.3,91,"LGBI Airport, Guwahati - PCBA_3409390"
21374,2023-07-07,13.4,90,"LGBI Airport, Guwahati - PCBA_3409390"
21375,2023-07-08,2.4,87,"LGBI Airport, Guwahati - PCBA_3409390"
21376,2023-07-09,2.9,85,"LGBI Airport, Guwahati - PCBA_3409390"
21377,2023-07-10,10.9,88,"LGBI Airport, Guwahati - PCBA_3409390"
21378,2023-07-11,5.0,87,"LGBI Airport, Guwahati - PCBA_3409390"
21379,2023-07-12,6.3,88,"LGBI Airport, Guwahati - PCBA_3409390"
21380,2023-07-13,11.0,91,"LGBI Airport, Guwahati - PCBA_3409390"
21381,2023-07-14,30.8,91,"LGBI Airport, Guwahati - PCBA_3409390"
21382,2023-07-15,20.6,86,"LGBI Airport, Guwahati - PCBA_3409390"
21383,2023-07-16,37.7,87,"LGBI Airport, Guwahati - PCBA_3409390"
21384,2023-07-17,23.6,87,"LGBI Airport, Guwahati - PCBA_3409390"
21385,2023-07-18,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21386,2023-07-19,13.6,78,"LGBI Airport, Guwahati - PCBA_3409390"
21387,2023-07-20,14.8,81,"LGBI Airport, Guwahati - PCBA_3409390"
21388,2023-07-21,34.1,88,"LGBI Airport, Guwahati - PCBA_3409390"
21389,2023-07-22,36.1,86,"LGBI Airport, Guwahati - PCBA_3409390"
21390,2023-07-23,17.3,86,"LGBI Airport, Guwahati - PCBA_3409390"
21391,2023-07-24,14.1,86,"LGBI Airport, Guwahati - PCBA_3409390"
21392,2023-07-25,28.8,85,"LGBI Airport, Guwahati - PCBA_3409390"
21393,2023-07-26,13.5,87,"LGBI Airport, Guwahati - PCBA_3409390"
21394,2023-07-27,8.6,86,"LGBI Airport, Guwahati - PCBA_3409390"
21395,2023-07-28,9.7,89,"LGBI Airport, Guwahati - PCBA_3409390"
21396,2023-07-29,17.2,88,"LGBI Airport, Guwahati - PCBA_3409390"
21397,2023-07-30,5.3,85,"LGBI Airport, Guwahati - PCBA_3409390"
21398,2023-07-31,4.7,81,"LGBI Airport, Guwahati - PCBA_3409390"
21399,2023-08-01,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21400,2023-08-02,29.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21401,2023-08-03,15.9,89,"LGBI Airport, Guwahati - PCBA_3409390"
21402,2023-08-04,30.5,90,"LGBI Airport, Guwahati - PCBA_3409390"
21403,2023-08-05,2.0,85,"LGBI Airport, Guwahati - PCBA_3409390"
21404,2023-08-06,29.8,91,"LGBI Airport, Guwahati - PCBA_3409390"
21405,2023-08-07,68.0,92,"LGBI Airport, Guwahati - PCBA_3409390"
21406,2023-08-08,57.5,87,"LGBI Airport, Guwahati - PCBA_3409390"
21407,2023-08-09,2.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21408,2023-08-10,9.0,85,"LGBI Airport, Guwahati - PCBA_3409390"
21409,2023-08-11,8.4,86,"LGBI Airport, Guwahati - PCBA_3409390"
21410,2023-08-12,50.2,89,"LGBI Airport, Guwahati - PCBA_3409390"
21411,2023-08-13,35.8,92,"LGBI Airport, Guwahati - PCBA_3409390"
21412,2023-08-14,1.8,83,"LGBI Airport, Guwahati - PCBA_3409390"
21413,2023-08-15,1.6,83,"LGBI Airport, Guwahati - PCBA_3409390"
21414,2023-08-16,5.8,87,"LGBI Airport, Guwahati - PCBA_3409390"
21415,2023-08-17,8.2,85,"LGBI Airport, Guwahati - PCBA_3409390"
21416,2023-08-18,26.1,86,"LGBI Airport, Guwahati - PCBA_3409390"
21417,2023-08-19,7.0,89,"LGBI Airport, Guwahati - PCBA_3409390"
21418,2023-08-20,5.0,84,"LGBI Airport, Guwahati - PCBA_3409390"
21419,2023-08-21,7.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21420,2023-08-22,12.3,92,"LGBI Airport, Guwahati - PCBA_3409390"
21421,2023-08-23,4.9,89,"LGBI Airport, Guwahati - PCBA_3409390"
21422,2023-08-24,29.3,90,"LGBI Airport, Guwahati - PCBA_3409390"
21423,2023-08-25,53.3,92,"LGBI Airport, Guwahati - PCBA_3409390"
21424,2023-08-26,50.9,93,"LGBI Airport, Guwahati - PCBA_3409390"
21425,2023-08-27,22.1,93,"LGBI Airport, Guwahati - PCBA_3409390"
21426,2023-08-28,2.8,90,"LGBI Airport, Guwahati - PCBA_3409390"
21427,2023-08-29,0.4,84,"LGBI Airport, Guwahati - PCBA_3409390"
21428,2023-08-30,0.4,79,"LGBI Airport, Guwahati - PCBA_3409390"
21429,2023-08-31,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21430,2023-09-01,0.4,79,"LGBI Airport, Guwahati - PCBA_3409390"
21431,2023-09-02,1.8,85,"LGBI Airport, Guwahati - PCBA_3409390"
21432,2023-09-03,8.2,84,"LGBI Airport, Guwahati - PCBA_3409390"
21433,2023-09-04,0.1,81,"LGBI Airport, Guwahati - PCBA_3409390"
21434,2023-09-05,0.0,81,"LGBI Airport, Guwahati - PCBA_3409390"
21435,2023-09-06,0.9,80,"LGBI Airport, Guwahati - PCBA_3409390"
21436,2023-09-07,12.1,85,"LGBI Airport, Guwahati - PCBA_3409390"
21437,2023-09-08,29.2,90,"LGBI Airport, Guwahati - PCBA_3409390"
21438,2023-09-09,13.5,84,"LGBI Airport, Guwahati - PCBA_3409390"
21439,2023-09-10,0.9,79,"LGBI Airport, Guwahati - PCBA_3409390"
21440,2023-09-11,2.4,83,"LGBI Airport, Guwahati - PCBA_3409390"
21441,2023-09-12,2.7,84,"LGBI Airport, Guwahati - PCBA_3409390"
21442,2023-09-13,10.0,86,"LGBI Airport, Guwahati - PCBA_3409390"
21443,2023-09-14,2.1,86,"LGBI Airport, Guwahati - PCBA_3409390"
21444,2023-09-15,3.9,82,"LGBI Airport, Guwahati - PCBA_3409390"
21445,2023-09-16,0.9,79,"LGBI Airport, Guwahati - PCBA_3409390"
21446,2023-09-17,8.3,83,"LGBI Airport, Guwahati - PCBA_3409390"
21447,2023-09-18,3.0,82,"LGBI Airport, Guwahati - PCBA_3409390"
21448,2023-09-19,9.0,88,"LGBI Airport, Guwahati - PCBA_3409390"
21449,2023-09-20,32.8,89,"LGBI Airport, Guwahati - PCBA_3409390"
21450,2023-09-21,23.4,92,"LGBI Airport, Guwahati - PCBA_3409390"
21451,2023-09-22,6.9,88,"LGBI Airport, Guwahati - PCBA_3409390"
21452,2023-09-23,9.2,90,"LGBI Airport, Guwahati - PCBA_3409390"
21453,2023-09-24,2.0,90,"LGBI Airport, Guwahati - PCBA_3409390"
21454,2023-09-25,4.7,89,"LGBI Airport, Guwahati - PCBA_3409390"
21455,2023-09-26,7.5,88,"LGBI Airport, Guwahati - PCBA_3409390"
21456,2023-09-27,1.4,85,"LGBI Airport, Guwahati - PCBA_3409390"
21457,2023-09-28,0.0,82,"LGBI Airport, Guwahati - PCBA_3409390"
21458,2023-09-29,0.0,80,"LGBI Airport, Guwahati - PCBA_3409390"
21459,2023-09-30,8.2,88,"LGBI Airport, Guwahati - PCBA_3409390"
21460,2023-10-01,11.6,88,"LGBI Airport, Guwahati - PCBA_3409390"
21461,2023-10-02,39.8,91,"LGBI Airport, Guwahati - PCBA_3409390"
21462,2023-10-03,38.2,89,"LGBI Airport, Guwahati - PCBA_3409390"
21463,2023-10-04,27.8,94,"LGBI Airport, Guwahati - PCBA_3409390"
21464,2023-10-05,53.0,95,"LGBI Airport, Guwahati - PCBA_3409390"
21465,2023-10-06,76.8,89,"LGBI Airport, Guwahati - PCBA_3409390"
21466,2023-10-07,7.9,89,"LGBI Airport, Guwahati - PCBA_3409390"
21467,2023-10-08,14.9,90,"LGBI Airport, Guwahati - PCBA_3409390"
21468,2023-10-09,1.5,87,"LGBI Airport, Guwahati - PCBA_3409390"
21469,2023-10-10,7.1,88,"LGBI Airport, Guwahati - PCBA_3409390"
21470,2023-10-11,0.2,86,"LGBI Airport, Guwahati - PCBA_3409390"
21471,2023-10-12,11.9,88,"LGBI Airport, Guwahati - PCBA_3409390"
21472,2023-10-13,0.1,84,"LGBI Airport, Guwahati - PCBA_3409390"
21473,2023-10-14,1.9,84,"LGBI Airport, Guwahati - PCBA_3409390"
21474,2023-10-15,0.3,81,"LGBI Airport, Guwahati - PCBA_3409390"
21475,2023-10-16,0.8,81,"LGBI Airport, Guwahati - PCBA_3409390"
21476,2023-10-17,0.3,83,"LGBI Airport, Guwahati - PCBA_3409390"
21477,2023-10-18,0.0,80,"LGBI Airport, Guwahati - PCBA_3409390"
21478,2023-10-19,0.1,79,"LGBI Airport, Guwahati - PCBA_3409390"
21479,2023-10-20,0.0,80,"LGBI Airport, Guwahati - PCBA_3409390"
21480,2023-10-21,0.4,78,"LGBI Airport, Guwahati - PCBA_3409390"
21481,2023-10-22,0.0,80,"LGBI Airport, Guwahati - PCBA_3409390"
21482,2023-10-23,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21483,2023-10-24,0.0,82,"LGBI Airport, Guwahati - PCBA_3409390"
21484,2023-10-25,7.2,85,"LGBI Airport, Guwahati - PCBA_3409390"
21485,2023-10-26,0.8,81,"LGBI Airport, Guwahati - PCBA_3409390"
21486,2023-10-27,0.0,76,"LGBI Airport, Guwahati - PCBA_3409390"
21487,2023-10-28,0.4,75,"LGBI Airport, Guwahati - PCBA_3409390"
21488,2023-10-29,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21489,2023-10-30,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21490,2023-10-31,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21491,2023-11-01,0.0,74,"LGBI Airport, Guwahati - PCBA_3409390"
21492,2023-11-02,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21493,2023-11-03,0.5,75,"LGBI Airport, Guwahati - PCBA_3409390"
21494,2023-11-04,9.3,80,"LGBI Airport, Guwahati - PCBA_3409390"
21495,2023-11-05,0.1,82,"LGBI Airport, Guwahati - PCBA_3409390"
21496,2023-11-06,0.3,78,"LGBI Airport, Guwahati - PCBA_3409390"
21497,2023-11-07,0.0,76,"LGBI Airport, Guwahati - PCBA_3409390"
21498,2023-11-08,0.2,75,"LGBI Airport, Guwahati - PCBA_3409390"
21499,2023-11-09,0.0,73,"LGBI Airport, Guwahati - PCBA_3409390"
21500,2023-11-10,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21501,2023-11-11,0.0,76,"LGBI Airport, Guwahati - PCBA_3409390"
21502,2023-11-12,0.0,73,"LGBI Airport, Guwahati - PCBA_3409390"
21503,2023-11-13,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21504,2023-11-14,0.0,72,"LGBI Airport, Guwahati - PCBA_3409390"
21505,2023-11-15,0.0,74,"LGBI Airport, Guwahati - PCBA_3409390"
21506,2023-11-16,0.0,74,"LGBI Airport, Guwahati - PCBA_3409390"
21507,2023-11-17,2.2,87,"LGBI Airport, Guwahati - PCBA_3409390"
21508,2023-11-18,0.0,83,"LGBI Airport, Guwahati - PCBA_3409390"
21509,2023-11-19,0.0,80,"LGBI Airport, Guwahati - PCBA_3409390"
21510,2023-11-20,0.0,82,"LGBI Airport, Guwahati - PCBA_3409390"
21511,2023-11-21,1.4,78,"LGBI Airport, Guwahati - PCBA_3409390"
21512,2023-11-22,2.4,81,"LGBI Airport, Guwahati - PCBA_3409390"
21513,2023-11-23,0.0,82,"LGBI Airport, Guwahati - PCBA_3409390"
21514,2023-11-24,0.0,78,"LGBI Airport, Guwahati - PCBA_3409390"
21515,2023-11-25,0.0,69,"LGBI Airport, Guwahati - PCBA_3409390"
21516,2023-11-26,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21517,2023-11-27,0.0,75,"LGBI Airport, Guwahati - PCBA_3409390"
21518,2023-11-28,0.0,77,"LGBI Airport, Guwahati - PCBA_3409390"
21519,2023-11-29,0.0,78,"LGBI Airport, Guwahati - PCBA_3409390"
21520,2023-11-30,0.0,76,"LGBI Airport, Guwahati - PCBA_3409390"
21521,2023-12-01,0.0,71,"LGBI Airport, Guwahati - PCBA_3409390"
21522,2023-12-02,0.0,73,"LGBI Airport, Guwahati - PCBA_3409390"
21523,2023-12-03,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21524,2023-12-04,0.0,79,"LGBI Airport, Guwahati - PCBA_3409390"
21525,2023-12-05,0.3,80,"LGBI Airport, Guwahati - PCBA_3409390"
21526,2023-12-06,0.0,78,"LGBI Airport, Guwahati - PCBA_3409390"
21527,2023-12-07,3.7,88,"LGBI Airport, Guwahati - PCBA_3409390"
21528,2023-12-08,0.4,84,"LGBI Airport, Guwahati - PCBA_3409390"
21529,2023-12-09,0.0,83,"LGBI Airport, Guwahati - PCBA_3409390"
